dataset,artist,track,chord_filepath,mp3_filepath,mp3_length,chord_length,diff_length
mcgill,Heart,Crazy On You,Data/McGill-Billboard/0033/full.lab,Data/mp3s/Crazy On You - Heart.mp3,294.0,291,3.0
mcgill,Yvonne Elliman,If I Can't Have You,Data/McGill-Billboard/0034/full.lab,Data/mp3s/If I Can't Have You - Yvonne Elliman.mp3,176.0,180,-4.0
mcgill,Jimi Hendrix,Freedom,Data/McGill-Billboard/0035/full.lab,,,263,
mcgill,Flatt & Scruggs,Foggy Mountain Breakdown,Data/McGill-Billboard/0037/full.lab,Data/mp3s/Foggy Mountain Breakdown - Flatt & Scruggs.mp3,164.0,161,3.0
mcgill,The Rolling Stones,It's Only Rock 'N Roll (But I Like It),Data/McGill-Billboard/0039/full.lab,Data/mp3s/It's Only Rock 'N Roll (But I Like It) - The Rolling Stones.mp3,310.0,307,3.0
mcgill,Snap,The Power,Data/McGill-Billboard/0040/full.lab,,,220,
mcgill,Five Man Electrical Band,Absolutely Right,Data/McGill-Billboard/0041/full.lab,Data/mp3s/Absolutely Right - Five Man Electrical Band.mp3,139.0,142,-3.0
mcgill,Phil Collins,Two Hearts,Data/McGill-Billboard/0043/full.lab,Data/mp3s/Two Hearts - Phil Collins.mp3,211.0,204,7.0
mcgill,The Power Station,Some Like It Hot,Data/McGill-Billboard/0044/full.lab,Data/mp3s/Some Like It Hot - The Power Station.mp3,307.0,305,2.0
mcgill,The Staple Singers,I'll Take You There,Data/McGill-Billboard/0046/full.lab,,,194,
mcgill,Barbra Streisand,People,Data/McGill-Billboard/0049/full.lab,Data/mp3s/People - Barbra Streisand.mp3,220.0,220,0.0
mcgill,The Beatles,Love Me Do,Data/McGill-Billboard/0050/full.lab,,143.0,142,1.0
mcgill,Cliff Richard,Carrie,Data/McGill-Billboard/0051/full.lab,Data/mp3s/Carrie - Cliff Richard.mp3,224.0,225,-1.0
mcgill,Led Zeppelin,Over The Hills And Far Away,Data/McGill-Billboard/0053/full.lab,,,307,
mcgill,J. Frank Wilson & The Cavaliers,Last Kiss,Data/McGill-Billboard/0054/full.lab,Data/mp3s/Last Kiss - J. Frank Wilson & The Cavaliers.mp3,154.0,147,7.0
mcgill,The Robert Cray Band,Smoking Gun,Data/McGill-Billboard/0055/full.lab,,,240,
mcgill,Bobbi Martin,I Love You So,Data/McGill-Billboard/0056/full.lab,Data/mp3s/I Love You So - Bobbi Martin.mp3,173.0,176,-3.0
mcgill,Peggy Lee,Is That All There Is,Data/McGill-Billboard/0059/full.lab,Data/mp3s/Is That All There Is - Peggy Lee.mp3,261.0,264,-3.0
mcgill,Creedence Clearwater Revival,I Put A Spell On You,Data/McGill-Billboard/0061/full.lab,,,254,
mcgill,Gino Vannelli,Hurts To Be In Love,Data/McGill-Billboard/0062/full.lab,Data/mp3s/Hurts To Be In Love - Gino Vannelli.mp3,223.0,222,1.0
mcgill,Roy Orbison,Cry Softly Lonely One,Data/McGill-Billboard/0064/full.lab,Data/mp3s/Cry Softly Lonely One - Roy Orbison.mp3,176.0,173,3.0
mcgill,The Contours,Do You Love Me,Data/McGill-Billboard/0066/full.lab,Data/mp3s/Do You Love Me - The Contours.mp3,172.0,174,-2.0
mcgill,Little Joey & The Flips,Bongo Stomp,Data/McGill-Billboard/0067/full.lab,Data/mp3s/Bongo Stomp - Little Joey & The Flips.mp3,136.0,137,-1.0
mcgill,Gino Vannelli,Black Cars,Data/McGill-Billboard/0068/full.lab,Data/mp3s/Black Cars - Gino Vannelli.mp3,190.0,189,1.0
mcgill,Sly & The Family Stone,Hot Fun In The Summertime,Data/McGill-Billboard/0070/full.lab,Data/mp3s/Hot Fun In The Summertime - Sly & The Family Stone.mp3,159.0,158,1.0
mcgill,Meat Loaf,Paradise By The Dashboard Light,Data/McGill-Billboard/0071/full.lab,,,570,
mcgill,The Youngbloods,Get Together,Data/McGill-Billboard/0072/full.lab,Data/mp3s/Get Together - The Youngbloods.mp3,269.0,276,-7.0
mcgill,Heart,Crazy On You,Data/McGill-Billboard/0073/full.lab,,294.0,291,3.0
mcgill,Martha & The Vandellas,Nowhere To Run,Data/McGill-Billboard/0074/full.lab,Data/mp3s/Nowhere To Run - Martha & The Vandellas.mp3,181.0,178,3.0
mcgill,Foghat,Drivin' Wheel,Data/McGill-Billboard/0075/full.lab,,,271,
mcgill,Little River Band,Reminiscing,Data/McGill-Billboard/0077/full.lab,,,211,
mcgill,The Boys,Dial My Heart,Data/McGill-Billboard/0078/full.lab,Data/mp3s/Dial My Heart - The Boys.mp3,265.0,265,0.0
mcgill,James Brown,Cold Sweat - Part 1,Data/McGill-Billboard/0079/full.lab,Data/mp3s/Cold Sweat - Part 1 - James Brown.mp3,172.0,171,1.0
mcgill,Paul Simon,You Can Call Me Al,Data/McGill-Billboard/0081/full.lab,Data/mp3s/You Can Call Me Al - Paul Simon.mp3,287.0,280,7.0
mcgill,UB40,Red Red Wine,Data/McGill-Billboard/0083/full.lab,Data/mp3s/Red Red Wine - UB40.mp3,321.0,321,0.0
mcgill,Michael Jackson With Siedah Garrett,I Just Can't Stop Loving You,Data/McGill-Billboard/0085/full.lab,,,253,
mcgill,David Bowie,Space Oddity,Data/McGill-Billboard/0086/full.lab,Data/mp3s/Space Oddity - David Bowie.mp3,319.0,315,4.0
mcgill,Nitty Gritty Dirt Band,Buy For Me The Rain,Data/McGill-Billboard/0088/full.lab,Data/mp3s/Buy For Me The Rain - Nitty Gritty Dirt Band.mp3,149.0,143,6.0
mcgill,Pat Benatar,Fire And Ice,Data/McGill-Billboard/0089/full.lab,Data/mp3s/Fire And Ice - Pat Benatar.mp3,202.0,200,2.0
mcgill,Spandau Ballet,True,Data/McGill-Billboard/0091/full.lab,Data/mp3s/True - Spandau Ballet.mp3,338.0,343,-5.0
mcgill,Peter Gabriel,Shock The Monkey,Data/McGill-Billboard/0092/full.lab,Data/mp3s/Shock The Monkey - Peter Gabriel.mp3,244.0,239,5.0
mcgill,The Rolling Stones,Wild Horses,Data/McGill-Billboard/0094/full.lab,Data/mp3s/Wild Horses - The Rolling Stones.mp3,341.0,344,-3.0
mcgill,Foghat,Drivin' Wheel,Data/McGill-Billboard/0095/full.lab,,,271,
mcgill,Boyz II Men,Motownphilly,Data/McGill-Billboard/0097/full.lab,Data/mp3s/Motownphilly - Boyz II Men.mp3,227.0,234,-7.0
mcgill,Bananarama,A Trick Of The Night,Data/McGill-Billboard/0099/full.lab,Data/mp3s/A Trick Of The Night - Bananarama.mp3,257.0,248,9.0
mcgill,Rod Stewart,Maggie May,Data/McGill-Billboard/0100/full.lab,Data/mp3s/Maggie May - Rod Stewart.mp3,351.0,350,1.0
mcgill,Dottie West,A Lesson In Leavin',Data/McGill-Billboard/0101/full.lab,Data/mp3s/A Lesson In Leavin' - Dottie West.mp3,181.0,182,-1.0
mcgill,Ray Price,For The Good Times,Data/McGill-Billboard/0102/full.lab,Data/mp3s/For The Good Times - Ray Price.mp3,230.0,230,0.0
mcgill,Little River Band,We Two,Data/McGill-Billboard/0104/full.lab,Data/mp3s/We Two - Little River Band.mp3,269.0,273,-4.0
mcgill,Rush,The Spirit Of Radio,Data/McGill-Billboard/0105/full.lab,Data/mp3s/The Spirit Of Radio - Rush.mp3,303.0,297,6.0
mcgill,Bread,If,Data/McGill-Billboard/0106/full.lab,Data/mp3s/If - Bread.mp3,160.0,155,5.0
mcgill,Lynyrd Skynyrd,Sweet Home Alabama,Data/McGill-Billboard/0107/full.lab,Data/mp3s/Sweet Home Alabama - Lynyrd Skynyrd.mp3,286.0,283,3.0
mcgill,The Tee Set,Ma Belle Amie,Data/McGill-Billboard/0109/full.lab,Data/mp3s/Ma Belle Amie - The Tee Set.mp3,198.0,196,2.0
mcgill,The Byrds,Eight Miles High,Data/McGill-Billboard/0111/full.lab,Data/mp3s/Eight Miles High - The Byrds.mp3,224.0,215,9.0
mcgill,Gladys Knight & The Pips,Letter Full Of Tears,Data/McGill-Billboard/0112/full.lab,Data/mp3s/Letter Full Of Tears - Gladys Knight & The Pips.mp3,171.0,165,6.0
mcgill,Cream,Sunshine Of Your Love,Data/McGill-Billboard/0114/full.lab,Data/mp3s/Sunshine Of Your Love - Cream.mp3,251.0,253,-2.0
mcgill,Chuck Berry,Sweet Little Rock And Roll,Data/McGill-Billboard/0115/full.lab,Data/mp3s/Sweet Little Rock And Roll - Chuck Berry.mp3,148.0,142,6.0
mcgill,Eric Clapton,Let It Rain,Data/McGill-Billboard/0116/full.lab,Data/mp3s/Let It Rain - Eric Clapton.mp3,302.0,302,0.0
mcgill,"David Ruffin,Jimmy Ruffin",Stand By Me,Data/McGill-Billboard/0119/full.lab,"Data/mp3s/Stand By Me - David Ruffin,Jimmy Ruffin.mp3",229.0,228,1.0
mcgill,The Ronettes,Be My Baby,Data/McGill-Billboard/0120/full.lab,Data/mp3s/Be My Baby - The Ronettes.mp3,163.0,159,4.0
mcgill,Freddie Jackson,Have You Ever Loved Somebody,Data/McGill-Billboard/0122/full.lab,Data/mp3s/Have You Ever Loved Somebody - Freddie Jackson.mp3,278.0,276,2.0
mcgill,Bing Crosby,Silent Night,Data/McGill-Billboard/0123/full.lab,Data/mp3s/Silent Night - Bing Crosby.mp3,157.0,161,-4.0
mcgill,Eric Clapton,Promises,Data/McGill-Billboard/0124/full.lab,Data/mp3s/Promises - Eric Clapton.mp3,182.0,181,1.0
mcgill,Willie Nelson,Blue Eyes Crying In The Rain,Data/McGill-Billboard/0126/full.lab,Data/mp3s/Blue Eyes Crying In The Rain - Willie Nelson.mp3,142.0,140,2.0
mcgill,Etta James,Stop The Wedding,Data/McGill-Billboard/0127/full.lab,Data/mp3s/Stop The Wedding - Etta James.mp3,172.0,173,-1.0
mcgill,Looking Glass,Brandy (You're A Fine Girl),Data/McGill-Billboard/0128/full.lab,Data/mp3s/Brandy (You're A Fine Girl) - Looking Glass.mp3,185.0,187,-2.0
mcgill,The Rolling Stones,Tumbling Dice,Data/McGill-Billboard/0130/full.lab,Data/mp3s/Tumbling Dice - The Rolling Stones.mp3,227.0,227,0.0
mcgill,Ronnie Milsap,I Wouldn't Have Missed It For The World,Data/McGill-Billboard/0131/full.lab,Data/mp3s/I Wouldn't Have Missed It For The World - Ronnie Milsap.mp3,219.0,216,3.0
mcgill,Bobby Bare,Detroit City,Data/McGill-Billboard/0133/full.lab,Data/mp3s/Detroit City - Bobby Bare.mp3,170.0,167,3.0
mcgill,The Electric Prunes,I Had Too Much To Dream (Last Night),Data/McGill-Billboard/0134/full.lab,Data/mp3s/I Had Too Much To Dream (Last Night) - The Electric Prunes.mp3,181.0,179,2.0
mcgill,UB40,The Way You Do The Things You Do,Data/McGill-Billboard/0139/full.lab,Data/mp3s/The Way You Do The Things You Do - UB40.mp3,180.0,183,-3.0
mcgill,ZZ Top,La Grange,Data/McGill-Billboard/0140/full.lab,Data/mp3s/La Grange - ZZ Top.mp3,228.0,234,-6.0
mcgill,Peter Gabriel,Shock The Monkey,Data/McGill-Billboard/0141/full.lab,,244.0,239,5.0
mcgill,Dion,Runaround Sue,Data/McGill-Billboard/0145/full.lab,Data/mp3s/Runaround Sue - Dion.mp3,172.0,163,9.0
mcgill,The String-A-Longs,Wheels,Data/McGill-Billboard/0147/full.lab,Data/mp3s/Wheels - The String-A-Longs.mp3,123.0,124,-1.0
mcgill,The Police,Spirits In The Material World,Data/McGill-Billboard/0148/full.lab,Data/mp3s/Spirits In The Material World - The Police.mp3,182.0,178,4.0
mcgill,Randy Vanwarmer,Just When I Needed You Most,Data/McGill-Billboard/0149/full.lab,Data/mp3s/Just When I Needed You Most - Randy Vanwarmer.mp3,250.0,243,7.0
mcgill,Tina Turner,What's Love Got To Do With It,Data/McGill-Billboard/0150/full.lab,Data/mp3s/What's Love Got To Do With It - Tina Turner.mp3,227.0,229,-2.0
mcgill,The Everly Brothers,Walk Right Back,Data/McGill-Billboard/0153/full.lab,Data/mp3s/Walk Right Back - The Everly Brothers.mp3,139.0,138,1.0
mcgill,Robert John,Lonely Eyes,Data/McGill-Billboard/0154/full.lab,Data/mp3s/Lonely Eyes - Robert John.mp3,191.0,190,1.0
mcgill,Eric Clapton,Forever Man,Data/McGill-Billboard/0155/full.lab,Data/mp3s/Forever Man - Eric Clapton.mp3,193.0,191,2.0
mcgill,Santo & Johnny,Sleep Walk,Data/McGill-Billboard/0157/full.lab,Data/mp3s/Sleep Walk - Santo & Johnny.mp3,148.0,143,5.0
mcgill,Level 42,Something About You,Data/McGill-Billboard/0158/full.lab,Data/mp3s/Something About You - Level 42.mp3,224.0,227,-3.0
mcgill,Elvis Presley,Little Sister,Data/McGill-Billboard/0159/full.lab,Data/mp3s/Little Sister - Elvis Presley.mp3,156.0,152,4.0
mcgill,Solomon Burke,If You Need Me,Data/McGill-Billboard/0160/full.lab,Data/mp3s/If You Need Me - Solomon Burke.mp3,151.0,153,-2.0
mcgill,Brenda Lee,Sweet Nothin's,Data/McGill-Billboard/0162/full.lab,Data/mp3s/Sweet Nothin's - Brenda Lee.mp3,147.0,145,2.0
mcgill,Melba Montgomery,No Charge,Data/McGill-Billboard/0167/full.lab,,,194,
mcgill,The Animals,San Franciscan Nights,Data/McGill-Billboard/0168/full.lab,Data/mp3s/San Franciscan Nights - The Animals.mp3,201.0,200,1.0
mcgill,Don Gibson,Sea Of Heartbreak,Data/McGill-Billboard/0169/full.lab,Data/mp3s/Sea Of Heartbreak - Don Gibson.mp3,156.0,154,2.0
mcgill,Golden Earring,Twilight Zone,Data/McGill-Billboard/0170/full.lab,Data/mp3s/Twilight Zone - Golden Earring.mp3,284.0,280,4.0
mcgill,Solomon Burke,If You Need Me,Data/McGill-Billboard/0172/full.lab,,151.0,153,-2.0
mcgill,Chicago,25 Or 6 To 4,Data/McGill-Billboard/0176/full.lab,,,290,
mcgill,Natalie Cole,I've Got Love On My Mind,Data/McGill-Billboard/0177/full.lab,Data/mp3s/I've Got Love On My Mind - Natalie Cole.mp3,263.0,261,2.0
mcgill,Bo Diddley,You Can't Judge A Book By The Cover,Data/McGill-Billboard/0179/full.lab,Data/mp3s/You Can't Judge A Book By The Cover - Bo Diddley.mp3,191.0,190,1.0
mcgill,Gordon Lightfoot,Beautiful,Data/McGill-Billboard/0180/full.lab,Data/mp3s/Beautiful - Gordon Lightfoot.mp3,203.0,202,1.0
mcgill,Naked Eyes,Always Something There To Remind Me,Data/McGill-Billboard/0181/full.lab,Data/mp3s/Always Something There To Remind Me - Naked Eyes.mp3,219.0,220,-1.0
mcgill,John Denver,Annie's Song,Data/McGill-Billboard/0182/full.lab,Data/mp3s/Annie's Song - John Denver.mp3,176.0,181,-5.0
mcgill,Abba,Chiquitita,Data/McGill-Billboard/0183/full.lab,Data/mp3s/Chiquitita - Abba.mp3,325.0,324,1.0
mcgill,Pet Shop Boys,Always On My Mind,Data/McGill-Billboard/0184/full.lab,Data/mp3s/Always On My Mind - Pet Shop Boys.mp3,238.0,235,3.0
mcgill,Jimmy Clanton,Just A Dream,Data/McGill-Billboard/0185/full.lab,Data/mp3s/Just A Dream - Jimmy Clanton.mp3,149.0,152,-3.0
mcgill,Little River Band,Help Is On Its Way,Data/McGill-Billboard/0187/full.lab,Data/mp3s/Help Is On Its Way - Little River Band.mp3,248.0,242,6.0
mcgill,Cheap Trick,I Want You To Want Me,Data/McGill-Billboard/0188/full.lab,Data/mp3s/I Want You To Want Me - Cheap Trick.mp3,223.0,223,0.0
mcgill,Gloria Gaynor,Never Can Say Goodbye,Data/McGill-Billboard/0190/full.lab,,,178,
mcgill,The Rascals,People Got To Be Free,Data/McGill-Billboard/0191/full.lab,Data/mp3s/People Got To Be Free - The Rascals.mp3,182.0,181,1.0
mcgill,Dinah Washington,Unforgettable,Data/McGill-Billboard/0192/full.lab,Data/mp3s/Unforgettable - Dinah Washington.mp3,164.0,164,0.0
mcgill,Andy Gibb,Shadow Dancing,Data/McGill-Billboard/0193/full.lab,Data/mp3s/Shadow Dancing - Andy Gibb.mp3,272.0,273,-1.0
mcgill,Eric Clapton,Willie And The Hand Jive,Data/McGill-Billboard/0194/full.lab,,,702,
mcgill,Alice Cooper,School's Out,Data/McGill-Billboard/0195/full.lab,,,261,
mcgill,Paul Anka,Love Me Warm And Tender,Data/McGill-Billboard/0196/full.lab,Data/mp3s/Love Me Warm And Tender - Paul Anka.mp3,147.0,141,6.0
mcgill,Chicago,Along Comes A Woman,Data/McGill-Billboard/0198/full.lab,Data/mp3s/Along Comes A Woman - Chicago.mp3,229.0,228,1.0
mcgill,Anne Murray,Could I Have This Dance,Data/McGill-Billboard/0199/full.lab,,,303,
mcgill,The O'Jays,Love Train,Data/McGill-Billboard/0202/full.lab,Data/mp3s/Love Train - The O'Jays.mp3,183.0,179,4.0
mcgill,Jimmy Cliff,"Wonderful World, Beautiful People",Data/McGill-Billboard/0203/full.lab,"Data/mp3s/Wonderful World, Beautiful People - Jimmy Cliff.mp3",195.0,190,5.0
mcgill,Ike & Tina Turner,I Want To Take You Higher,Data/McGill-Billboard/0204/full.lab,,,173,
mcgill,Billy Joel,Pressure,Data/McGill-Billboard/0205/full.lab,Data/mp3s/Pressure - Billy Joel.mp3,278.0,280,-2.0
mcgill,Paul McCartney,Maybe I'm Amazed,Data/McGill-Billboard/0206/full.lab,Data/mp3s/Maybe I'm Amazed - Paul McCartney.mp3,232.0,233,-1.0
mcgill,Steve Winwood,Back In The High Life Again,Data/McGill-Billboard/0207/full.lab,Data/mp3s/Back In The High Life Again - Steve Winwood.mp3,265.0,262,3.0
mcgill,Chicago,Another Rainy Day In New York City,Data/McGill-Billboard/0208/full.lab,Data/mp3s/Another Rainy Day In New York City - Chicago.mp3,182.0,181,1.0
mcgill,Eagles,Already Gone,Data/McGill-Billboard/0209/full.lab,Data/mp3s/Already Gone - Eagles.mp3,256.0,255,1.0
mcgill,Tom Jones,She's A Lady,Data/McGill-Billboard/0210/full.lab,Data/mp3s/She's A Lady - Tom Jones.mp3,150.0,149,1.0
mcgill,Ike & Tina Turner,It's Gonna Work Out Fine,Data/McGill-Billboard/0212/full.lab,Data/mp3s/It's Gonna Work Out Fine - Ike & Tina Turner.mp3,180.0,183,-3.0
mcgill,Mel Torme,Comin' Home Baby,Data/McGill-Billboard/0213/full.lab,Data/mp3s/Comin' Home Baby - Mel Torme.mp3,167.0,164,3.0
mcgill,Ray Charles,(Night Time Is) The Right Time,Data/McGill-Billboard/0214/full.lab,Data/mp3s/(Night Time Is) The Right Time - Ray Charles.mp3,205.0,204,1.0
mcgill,Heart,Magic Man,Data/McGill-Billboard/0215/full.lab,Data/mp3s/Magic Man - Heart.mp3,333.0,328,5.0
mcgill,Isaac Hayes,Do Your Thing,Data/McGill-Billboard/0216/full.lab,Data/mp3s/Do Your Thing - Isaac Hayes.mp3,200.0,199,1.0
mcgill,Rick Springfield,Jessie's Girl,Data/McGill-Billboard/0217/full.lab,Data/mp3s/Jessie's Girl - Rick Springfield.mp3,190.0,196,-6.0
mcgill,Abba,Fernando,Data/McGill-Billboard/0218/full.lab,Data/mp3s/Fernando - Abba.mp3,262.0,255,7.0
mcgill,"Nat ""King"" Cole",Ramblin' Rose,Data/McGill-Billboard/0220/full.lab,"Data/mp3s/Ramblin' Rose - Nat ""King"" Cole.mp3",168.0,168,0.0
mcgill,Roberta Flack,Feel Like Makin' Love,Data/McGill-Billboard/0221/full.lab,Data/mp3s/Feel Like Makin' Love - Roberta Flack.mp3,176.0,177,-1.0
mcgill,Elvis Presley,For Ol' Times Sake,Data/McGill-Billboard/0222/full.lab,Data/mp3s/For Ol' Times Sake - Elvis Presley.mp3,227.0,218,9.0
mcgill,Michael Jackson,Wanna Be Startin' Somethin',Data/McGill-Billboard/0223/full.lab,Data/mp3s/Wanna Be Startin' Somethin' - Michael Jackson.mp3,364.0,362,2.0
mcgill,Glen Campbell,Galveston,Data/McGill-Billboard/0224/full.lab,Data/mp3s/Galveston - Glen Campbell.mp3,160.0,162,-2.0
mcgill,Pat Benatar,Promises In The Dark,Data/McGill-Billboard/0227/full.lab,Data/mp3s/Promises In The Dark - Pat Benatar.mp3,290.0,288,2.0
mcgill,The Beach Boys,Still Cruisin,Data/McGill-Billboard/0228/full.lab,Data/mp3s/Still Cruisin - The Beach Boys.mp3,214.0,216,-2.0
mcgill,The Rolling Stones,Honky Tonk Women,Data/McGill-Billboard/0229/full.lab,Data/mp3s/Honky Tonk Women - The Rolling Stones.mp3,184.0,182,2.0
mcgill,Abba,"Knowing Me, Knowing You",Data/McGill-Billboard/0231/full.lab,"Data/mp3s/Knowing Me, Knowing You - Abba.mp3",239.0,243,-4.0
mcgill,The Band,Life Is A Carnival,Data/McGill-Billboard/0234/full.lab,Data/mp3s/Life Is A Carnival - The Band.mp3,241.0,235,6.0
mcgill,John Denver,Back Home Again,Data/McGill-Billboard/0235/full.lab,Data/mp3s/Back Home Again - John Denver.mp3,283.0,286,-3.0
mcgill,Genesis,"Tonight, Tonight, Tonight",Data/McGill-Billboard/0236/full.lab,"Data/mp3s/Tonight, Tonight, Tonight - Genesis.mp3",536.0,533,3.0
mcgill,Kenny Rogers,You Decorated My Life,Data/McGill-Billboard/0238/full.lab,Data/mp3s/You Decorated My Life - Kenny Rogers.mp3,219.0,220,-1.0
mcgill,The Beach Boys,Sail On Sailor,Data/McGill-Billboard/0239/full.lab,Data/mp3s/Sail On Sailor - The Beach Boys.mp3,198.0,199,-1.0
mcgill,Billy Joel,Just The Way You Are,Data/McGill-Billboard/0240/full.lab,Data/mp3s/Just The Way You Are - Billy Joel.mp3,283.0,290,-7.0
mcgill,Bing Crosby,White Christmas,Data/McGill-Billboard/0241/full.lab,Data/mp3s/White Christmas - Bing Crosby.mp3,185.0,181,4.0
mcgill,Stevie B,Because I Love You (The Postman Song),Data/McGill-Billboard/0242/full.lab,Data/mp3s/Because I Love You (The Postman Song) - Stevie B.mp3,255.0,262,-7.0
mcgill,The Rolling Stones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",Data/McGill-Billboard/0244/full.lab,"Data/mp3s/Have You Seen Your Mother, Baby, Standing In The Shadow? - The Rolling Stones.mp3",154.0,153,1.0
mcgill,John Denver,It Amazes Me,Data/McGill-Billboard/0245/full.lab,Data/mp3s/It Amazes Me - John Denver.mp3,154.0,159,-5.0
mcgill,Glen Campbell,Rhinestone Cowboy,Data/McGill-Billboard/0246/full.lab,Data/mp3s/Rhinestone Cowboy - Glen Campbell.mp3,199.0,195,4.0
mcgill,J. Frank Wilson & The Cavaliers,Last Kiss,Data/McGill-Billboard/0247/full.lab,,154.0,147,7.0
mcgill,Ten Years After,I'd Love To Change The World,Data/McGill-Billboard/0248/full.lab,Data/mp3s/I'd Love To Change The World - Ten Years After.mp3,227.0,224,3.0
mcgill,Bob Seger,Old Time Rock & Roll,Data/McGill-Billboard/0249/full.lab,Data/mp3s/Old Time Rock & Roll - Bob Seger.mp3,201.0,194,7.0
mcgill,Jimmy Jones,Handy Man,Data/McGill-Billboard/0250/full.lab,Data/mp3s/Handy Man - Jimmy Jones.mp3,120.0,122,-2.0
mcgill,Brother Jack McDuff,Theme From Electric Surfboard,Data/McGill-Billboard/0251/full.lab,Data/mp3s/Theme From Electric Surfboard - Brother Jack McDuff.mp3,215.0,214,1.0
mcgill,Dion,Love Came To Me,Data/McGill-Billboard/0253/full.lab,Data/mp3s/Love Came To Me - Dion.mp3,163.0,165,-2.0
mcgill,Simple Minds,Sanctify Yourself,Data/McGill-Billboard/0254/full.lab,Data/mp3s/Sanctify Yourself - Simple Minds.mp3,301.0,299,2.0
mcgill,Brownsville Station,Smokin' In The Boy's Room,Data/McGill-Billboard/0256/full.lab,Data/mp3s/Smokin' In The Boy's Room - Brownsville Station.mp3,179.0,178,1.0
mcgill,Max Frost & The Troopers,Shape Of Things To Come,Data/McGill-Billboard/0257/full.lab,Data/mp3s/Shape Of Things To Come - Max Frost & The Troopers.mp3,121.0,114,7.0
mcgill,Firehouse,Don't Treat Me Bad,Data/McGill-Billboard/0258/full.lab,,,322,
mcgill,Patrick Hernandez,Born To Be Alive,Data/McGill-Billboard/0259/full.lab,Data/mp3s/Born To Be Alive - Patrick Hernandez.mp3,207.0,215,-8.0
mcgill,Tom Jones,She's A Lady,Data/McGill-Billboard/0260/full.lab,,150.0,149,1.0
mcgill,Iron Butterfly,In-A-Gadda-Da-Vida,Data/McGill-Billboard/0261/full.lab,,,174,
mcgill,Wednesday,Last Kiss,Data/McGill-Billboard/0263/full.lab,Data/mp3s/Last Kiss - Wednesday.mp3,156.0,156,0.0
mcgill,The Rolling Stones,Dandelion,Data/McGill-Billboard/0264/full.lab,Data/mp3s/Dandelion - The Rolling Stones.mp3,232.0,228,4.0
mcgill,The 5th Dimension,(Last Night) I Didn't Get To Sleep At All,Data/McGill-Billboard/0265/full.lab,Data/mp3s/(Last Night) I Didn't Get To Sleep At All - The 5th Dimension.mp3,192.0,192,0.0
mcgill,Johnny Tillotson,Worried Guy,Data/McGill-Billboard/0267/full.lab,Data/mp3s/Worried Guy - Johnny Tillotson.mp3,156.0,150,6.0
mcgill,REO Speedwagon,Time For Me To Fly,Data/McGill-Billboard/0268/full.lab,,,213,
mcgill,Pink Floyd,Money,Data/McGill-Billboard/0269/full.lab,Data/mp3s/Money - Pink Floyd.mp3,399.0,405,-6.0
mcgill,The Beach Boys,In My Room,Data/McGill-Billboard/0270/full.lab,Data/mp3s/In My Room - The Beach Boys.mp3,133.0,134,-1.0
mcgill,Robert Palmer,Addicted To Love,Data/McGill-Billboard/0271/full.lab,Data/mp3s/Addicted To Love - Robert Palmer.mp3,269.0,264,5.0
mcgill,Pat Benatar,Promises In The Dark,Data/McGill-Billboard/0275/full.lab,,290.0,288,2.0
mcgill,Clarence Carter,Patches,Data/McGill-Billboard/0276/full.lab,Data/mp3s/Patches - Clarence Carter.mp3,199.0,192,7.0
mcgill,The Rolling Stones,Waiting On A Friend,Data/McGill-Billboard/0278/full.lab,Data/mp3s/Waiting On A Friend - The Rolling Stones.mp3,275.0,274,1.0
mcgill,Patrick Hernandez,Born To Be Alive,Data/McGill-Billboard/0279/full.lab,,207.0,215,-8.0
mcgill,"Marvin Gaye,Kim Weston",It Takes Two,Data/McGill-Billboard/0280/full.lab,"Data/mp3s/It Takes Two - Marvin Gaye,Kim Weston.mp3",173.0,180,-7.0
mcgill,Heart,There's The Girl,Data/McGill-Billboard/0281/full.lab,Data/mp3s/There's The Girl - Heart.mp3,236.0,235,1.0
mcgill,Bob Dylan,Gotta Serve Somebody,Data/McGill-Billboard/0282/full.lab,Data/mp3s/Gotta Serve Somebody - Bob Dylan.mp3,327.0,325,2.0
mcgill,Nancy Sinatra,These Boots Are Made For Walkin',Data/McGill-Billboard/0284/full.lab,Data/mp3s/These Boots Are Made For Walkin' - Nancy Sinatra.mp3,150.0,154,-4.0
mcgill,Brenda Lee,As Usual,Data/McGill-Billboard/0288/full.lab,Data/mp3s/As Usual - Brenda Lee.mp3,157.0,157,0.0
mcgill,Elvis Presley,Guitar Man,Data/McGill-Billboard/0289/full.lab,,,176,
mcgill,The Hollies,Long Dark Road,Data/McGill-Billboard/0290/full.lab,Data/mp3s/Long Dark Road - The Hollies.mp3,256.0,260,-4.0
mcgill,Rita Coolidge,The Way You Do The Things You Do,Data/McGill-Billboard/0291/full.lab,Data/mp3s/The Way You Do The Things You Do - Rita Coolidge.mp3,218.0,218,0.0
mcgill,Chicago,25 Or 6 To 4,Data/McGill-Billboard/0292/full.lab,,,290,
mcgill,The Police,Every Little Thing She Does Is Magic,Data/McGill-Billboard/0293/full.lab,Data/mp3s/Every Little Thing She Does Is Magic - The Police.mp3,261.0,261,0.0
